Ticker Symbol,Accounts Payable,Accounts Receivable,Add'l income/expense items,After Tax ROE,Capital Expenditures,Capital Surplus,Cash and Cash Equivalents,Changes in Inventories,Common Stocks,Cost of Revenue,Deferred Asset Charges,Deferred Liability Charges,Depreciation,Earnings Before Interest and Tax,Earnings Before Tax,Effect of Exchange Rate,Equity Earnings/Loss Unconsolidated Subsidiary,Fixed Assets,Goodwill,Gross Margin,Gross Profit,Income Tax,Intangible Assets,Interest Expense,Inventory,Investments,Liabilities,Long-Term Debt,Long-Term Investments,Minority Interest,Misc. Stocks,Net Borrowings,Net Cash Flow,Net Cash Flow-Operating,Net Cash Flows-Financing,Net Cash Flows-Investing,Net Income,Net Income Adjustments,Net Income Applicable to Common Shareholders,Net Income-Cont. Operations,Net Receivables,Non-Recurring Items,Operating Income,Operating Margin,Other Assets,Other Current Assets,Other Current Liabilities,Other Equity,Other Financing Activities,Other Investing Activities,Other Liabilities,Other Operating Activities,Other Operating Items,Pre-Tax Margin,Pre-Tax ROE,Profit Margin,Research and Development,Retained Earnings,Sale and Purchase of Stock,"Sales, General and Admin.",Short-Term Debt / Current Portion of Long-Term Debt,Short-Term Investments,Total Assets,Total Current Assets,Total Current Liabilities,Total Equity,Total Liabilities,Total Liabilities & Equity,Total Revenue,Treasury Stock,GICS Sector
ADSK,-0.301633429273,0.00923427001314,-0.147065882114,-0.236622109043,0.403207547728,-0.477416888708,-0.12895002971,0.21502702558,0.00623009869196,-0.400341709533,-0.189414994218,-0.296772612512,-0.448217692793,-0.436152022751,-0.413825113622,0.288930512927,-0.130350209278,-0.437409098796,-0.350711975267,1.61114571514,-0.378032691904,-0.343188909269,-0.294891154755,-0.300308921399,-0.397323878637,0.0957572081257,0.0382337055111,-0.276032515531,-0.164259508273,-0.145837371623,-0.275189374533,-0.036162350547,-0.00798009159396,-0.402499069936,0.103369167321,0.245444985953,-0.4428090242,-0.00559889947062,-0.442560405196,-0.414827461182,-0.357540026785,-0.208539074333,-0.443019881401,-0.712886751325,-0.186933777629,-0.388845287084,-0.130443872749,0.197711705346,-0.111004483809,0.0295889142272,-0.164312603675,-0.00755156804624,-0.297946752696,-0.695681016356,-0.26874032277,-0.368493021309,0.269724873999,-0.346124171193,0.243369809395,-0.310170438723,-0.147132928996,-0.0992372584608,-0.250713612638,-0.300206927956,-0.37005672683,-0.383813925592,-0.226123378675,-0.250629848381,-0.44113515164,0.282682208437,Information Technology
AEE,-0.273410706037,0.192420094235,-0.0527771829683,-0.251407896734,-0.0982562884271,0.0247516114818,-0.15557404282,0.231823759694,-0.176322480448,-0.293450704394,-0.224019385162,0.563206830272,-0.13376532354,-0.248259738164,-0.276526737423,0.310194092331,-0.130350209278,0.442308832688,-0.454451674866,-0.226674889303,-0.353100688765,-0.200366912327,-0.305862264929,0.0449595268012,-0.250837527126,0.126769125965,-0.231332051443,-0.0874793537714,-0.163334298552,-0.0952709074102,-0.275189374533,-0.0401039565816,-0.0567388067083,-0.226337968127,0.0720940423994,0.121923196325,-0.42113140082,0.310476475251,-0.420660805863,-0.292263067185,-0.318515187217,-0.223838570981,-0.221090593092,0.180352922315,-0.107785410019,0.126424639956,-0.130610241418,0.21216627597,-0.105696357037,0.100380817659,-0.115062451737,-0.010536771475,-0.0489514905884,-0.180605334138,-0.240046532819,-0.270126726592,-0.289400790574,-0.319372361708,0.335544407441,-0.388481138223,-0.112417331963,-0.201559821249,-0.164412954119,-0.33564778919,-0.251653986398,-0.201627868258,-0.155350839198,-0.164330053556,-0.353538960801,0.282682208437,Utilities
AEP,-0.163554167826,0.228080570866,0.184063244378,-0.251407896734,-0.877946991994,0.0738694583332,-0.15290409824,0.180953650663,0.185333334854,-0.175276833889,0.529147899869,2.27069183806,0.428453173504,0.0760070946889,-0.0245531730307,0.310194092331,-0.0377993959996,1.77430673871,-0.498054094601,0.329638374743,0.105583381516,0.0669210332867,-0.306406158493,0.563153605865,-0.0173282364857,0.111475074587,-0.0327191995967,0.296963293749,-0.150511320818,-0.144216089841,-0.275189374533,-0.00704922810754,-0.0816544794852,0.159211656197,0.00928250221853,-0.158100407486,-0.024360095123,0.159038736256,-0.0207189473008,-0.0537227695992,-0.191709376576,-0.0891620653707,0.154140807201,0.0601091200939,0.0838684182003,-0.0604377962955,-0.123883301325,0.153429682326,-0.101249446752,0.106671405343,-0.0514467910478,0.0695796340599,0.354150288675,-0.230451367901,-0.240046532819,-0.309473244479,-0.289400790574,-0.0774250203052,0.376024381184,-0.038700393623,0.0019053856154,-0.136223761288,0.0119709009493,-0.179136873538,0.248710856235,0.180927245112,-0.0121488701892,0.0120520362677,-0.113518745152,0.282682208437,Utilities
AFL,-0.0255035661637,0.106675954565,-0.147065882114,-0.19226474597,0.426123561685,-0.328023937804,-0.0946644769912,0.21502702558,-0.169210433071,0.0880302977795,3.13444587753,-0.362721314513,-0.513105440874,0.338482048072,0.376056192482,-0.277085719796,-0.130350209278,-0.42003395523,-0.507275829652,-0.435292363321,0.081608296658,0.504633940843,-0.306406158493,-0.0342059775687,-0.397323878637,-1.12678912404,5.74682761296,0.00888846943459,0.607199751122,-0.145837371623,-0.275189374533,0.299294430563,0.575806686667,0.966734925451,0.113501918074,-0.780265475067,0.317795736428,-0.152762949928,0.325832846074,0.279765679478,-0.308614453187,-0.223838570981,0.448372777867,0.0601091200939,-0.128133527149,-0.451385866591,-0.138109557887,0.633618112207,-0.114687673814,0.188357877301,1.5774031245,0.00398583980018,0.986729929425,0.085240179265,-0.172224847479,-0.132413913989,-0.289400790574,0.462933834836,-0.0247988466775,-0.441635839773,-0.147132928996,-0.201559821249,0.331192778879,-0.509351155946,-0.508008198175,0.186966782907,0.344272150594,0.331270719435,0.0739002287061,-0.229658636573,Financials
AIG,-0.333757465736,5.48584307438,-4.57863474197,-0.280979472116,0.426123561685,6.75493978964,-0.126388112187,0.21502702558,0.34493588419,0.777617431429,10.9915772656,-0.362721314513,1.98810190171,0.981480821846,0.778548866774,-0.0725503369516,-0.130350209278,-0.444919171774,-0.507275829652,-0.047859911574,1.70423638024,0.133379419901,-0.306406158493,1.49567953633,-0.397323878637,1.68670897253,0.0708078291626,1.07320142984,2.41545753075,0.0473142525103,0.318461601034,-1.65074988612,-0.0208823034501,0.165713405636,-2.73349989541,1.69739849137,1.0419564677,-0.890891704334,1.05740888602,0.956779249937,4.29349922575,-0.223838570981,0.904220631762,-0.558287577041,3.12401030147,-0.451385866591,-0.138109557887,3.04701044156,-0.561707778382,0.12718419127,7.1332930044,-4.85495716819,-0.311581950548,-0.512912225892,-0.276565901848,-0.427512798139,-0.289400790574,0.60561015209,-2.92039034591,1.73918112533,-0.147132928996,3.03504091368,2.32222445865,-0.509351155946,-0.508008198175,3.39038016284,2.11872730494,2.32228247302,1.12447827685,-1.11549369203,Financials
AIV,-0.309554134042,0.170254950209,-0.112549825773,-0.183023628663,0.25973307281,-0.13844980046,-0.154829275422,0.21502702558,-0.176378775038,-0.397950168693,-0.224019385162,-0.341162314588,-0.368166870672,-0.423413382485,-0.438636086487,0.310194092331,-0.130350209278,-0.161790467749,-0.507275829652,0.577992510479,-0.489571030833,-0.415983577168,-0.306406158493,-0.100482317904,-0.397323878637,0.125570897275,-0.183046654,-0.310193449851,-0.166951863151,-0.075671801593,0.272571075895,-0.188830367492,-0.0804215674116,-0.436971517643,0.0191426695763,0.321753765666,-0.3976194392,-0.206574844626,-0.402064538005,-0.418078296239,-0.427725699066,-0.221777744133,-0.430578479647,0.438018212788,-0.173688084664,-0.451385866591,-0.138109557887,0.21184486707,-0.105849805232,0.333156994983,-0.168443404072,-0.00375955287994,-0.203112692443,-0.895065151409,-0.293521323183,0.69386296163,-0.289400790574,-0.470274516645,0.387478180818,-0.435378215745,0.0555604208713,-0.201559821249,-0.244051880768,-0.509351155946,-0.508008198175,-0.417084472086,-0.213952982106,-0.243968183181,-0.476403154034,0.282682208437,Real Estate
AIZ,-0.172583737587,-0.344935589866,-0.159334599798,-0.255104343657,0.397441588432,-0.197236239365,-0.133013541945,0.100558082436,-0.176377927063,-0.171236874835,0.967740114028,-0.362721314513,-0.4996970811,-0.344667610128,-0.323134872488,0.0585851948908,-0.130350209278,-0.429560490002,-0.401554645882,-0.922066469362,-0.374524618317,-0.267899104801,-0.257686154369,-0.255465062919,-0.397323878637,0.157044439842,0.32795799716,-0.256136891177,-0.0735462442689,-0.145837371623,-0.275189374533,-0.126563626204,-0.030515444193,-0.41875250776,-0.0158066846554,0.340755124016,-0.345767508045,-0.157761626516,-0.344525196943,-0.326208016538,0.719220814505,-0.223838570981,-0.343504358753,-0.747242123388,-0.0991214781543,-0.451385866591,-0.138109557887,0.319250891829,-0.109907434833,0.161636190162,0.242678598445,-0.171849580737,0.201962412948,-0.695681016356,-0.238742269639,-0.722611682288,-0.289400790574,-0.170686764074,0.143068834279,-0.441635839773,-0.144827495016,-0.131580997276,-0.125109530879,-0.509351155946,-0.508008198175,-0.28144758406,-0.100051363653,-0.125027023664,-0.269967906314,0.0222060478663,Financials
AJG,-0.0967714951677,-0.151067522231,-0.147065882114,-0.240318555965,0.384140741329,-0.243266669127,-0.126115250742,0.21502702558,-0.158668190537,-0.410553865055,-0.0227020746941,-0.362721314513,-0.369273299068,-0.398618536831,-0.386571146424,0.282450183965,-0.130350209278,-0.432058973598,-0.0887472237149,2.11778815204,-0.184107803396,-0.440924532432,-0.0662810350043,-0.230444149597,-0.397323878637,0.128304204218,0.153497624777,-0.14669757383,-0.166951863151,-0.129642081178,-0.275189374533,-0.0106724491635,0.00651574262924,-0.408521703699,0.171982238746,0.205811486578,-0.367581265552,-0.140817931272,-0.366562324398,-0.339786402672,-0.220833482114,-0.223838570981,-0.415349863478,-0.798775181482,-0.155644542007,-0.451385866591,-0.138109557887,0.0768654905808,-0.102435650591,-0.160933841461,-0.14854014912,-0.192860087918,0.442860022462,-0.745527050119,-0.257001954154,-0.525879092855,-0.289400790574,-0.333059357006,0.461039028025,-0.196295321954,-0.127918165581,-0.201559821249,-0.226082713082,-0.509351155946,-0.508008198175,-0.340828922543,-0.204647258035,-0.225999195331,-0.384309166266,0.282682208437,Financials
AKAM,-0.316548715772,0.0402747842576,-0.132464984064,-0.24586322635,0.351565691499,-0.0584929195421,-0.15299907358,0.21502702558,-0.176339494653,-0.390743233232,-0.22112151759,-0.358724697641,-0.398386292371,-0.39313843168,-0.36568825784,0.260959793047,-0.130350209278,-0.416772447173,-0.388948212752,0.776675819067,-0.445820466407,-0.327938385928,-0.288904829094,-0.307645572374,-0.397323878637,0.109337344634,-0.0945611308241,-0.298914698199,-0.161769118763,-0.145837371623,-0.275189374533,-0.0892070072539,-0.150739234959,-0.392338486266,0.0779853423752,0.240992904815,-0.380417250507,-0.0661336258779,-0.379529748116,-0.35785056558,-0.388331907648,-0.222762745172,-0.391348755891,0.386485154693,-0.190860824042,-0.383621102283,-0.137711934456,0.208122616461,-0.113845956568,0.0339506618587,-0.168614714056,-0.00655225102816,-0.302440881529,0.400931726431,-0.230916690562,0.202031488047,-0.198650283817,-0.431939119249,0.280091199703,-0.372009606036,-0.147132928996,-0.131448783488,-0.257606313383,-0.428473002478,-0.477411003271,-0.355543913481,-0.237843691692,-0.257522480144,-0.456525565443,0.271453971308,Information Technology
ALB,-0.29751104163,0.108115433996,-0.133072799916,-0.207050533661,0.360026096086,-0.430903232614,-0.140918510281,0.236396470596,-0.176443057005,-0.349783598948,-0.224019385162,-0.306981458011,-0.445657442806,-0.392925424823,-0.375059010563,0.248061913311,-0.081333101471,-0.361528876588,-0.388445837047,-0.494897355897,-0.464783961718,-0.368084548518,-0.230267314329,-0.257996902025,-0.27980333642,0.126184261151,-0.157886120227,-0.244688591985,-0.165025418978,-0.102902675122,-0.275189374533,-0.0375049163246,-0.146435841637,-0.420083251548,0.109899831469,0.242207475018,-0.37771351483,-0.104125059594,-0.376798326549,-0.345582242267,-0.365290673557,-0.136738127213,-0.391026045397,-0.163200798316,-0.186774367355,-0.322073727182,-0.137811746402,0.188750048157,-0.105154061473,-0.0173733313775,-0.162415689231,-0.00772406439572,-0.311581950548,-0.247066712489,-0.206135690149,-0.250453467649,-0.217139597232,-0.300339950308,0.254034227201,-0.404528962629,-0.129941594118,-0.201559821249,-0.247586543677,-0.356632968813,-0.411346720933,-0.384483962119,-0.222528581111,-0.247502810715,-0.432430269355,0.282682208437,Materials
ALK,-0.268377331304,0.103268902658,-0.0916646125596,-0.118335807514,0.20344989161,-0.440895137104,-0.155932580896,0.21502702558,-0.174544468603,-0.3361124507,-0.224019385162,-0.133543496448,-0.377271861741,-0.305684241969,-0.274601159868,0.310194092331,-0.130350209278,-0.227576062737,-0.507275829652,0.38924336732,-0.31346491018,-0.203122615987,-0.306406158493,-0.287487023758,-0.38191498068,0.120962525617,-0.0786674249302,-0.283747814117,-0.166881566679,-0.145837371623,-0.275189374533,-0.170769151782,-0.0769655521361,-0.32377063243,0.011200107584,0.237810967873,-0.304618389308,-0.118904918852,-0.302954716753,-0.288630161259,-0.397455267937,-0.22332688213,-0.287845442175,-0.0773123681583,-0.188737269704,-0.376011226794,-0.132560850422,0.104882810429,-0.0878220526012,0.150614351195,-0.158346946704,0.120812179392,-0.208328605331,-0.0476825774365,-0.0809264249063,-0.250453467649,-0.289400790574,-0.28553322684,0.223844700647,-0.245121990244,-0.140983240046,0.012335310885,-0.245017758801,-0.380649053613,-0.330837693292,-0.38533088267,-0.219533556734,-0.244934051548,-0.372031874689,0.278079160205,Industrials
ALL,-0.333757465736,-2.27201411879,-0.803890549046,-0.236622109043,0.333691371309,-0.192636576047,-0.145693292213,0.21502702558,-0.175556567653,0.30166399183,1.14633736887,-0.247538680563,-0.336450794842,0.206293261829,0.223371981966,0.310194092331,-0.130350209278,-0.391666641053,-0.349156811586,-0.326016543597,0.457152179055,0.297956166298,-0.306406158493,0.0129047827005,-0.397323878637,0.336540906381,0.589399784685,-0.103528422786,0.456831992509,-0.145837371623,-0.275189374533,-0.210312566119,-0.154194943769,0.0430523065506,-0.803228591511,0.484813073999,0.189617938462,0.352384667562,0.180198807581,0.162712219047,1.38597259105,-0.182647618467,0.314863079702,-0.506754518946,0.0811256281994,-0.451385866591,-0.138109557887,0.383113427647,-0.710389492551,0.182705465179,1.49669405914,-0.0106981338225,2.68456389952,-0.496296881304,-0.223091111484,-0.545552351798,-0.289400790574,1.08791426697,-0.269644603971,-0.359358703622,-0.147132928996,0.221767720557,0.298015134292,-0.509351155946,-0.508008198175,0.35998768799,0.282621906428,0.298093406889,0.357142916142,-1.17743705594,Financials
