symbol,Period Start,Period End,Return,Earnings Per Share
WMT,2013-01-31,2014-01-31,0.000235877323525,4.9
WMT,2014-01-31,2015-01-31,0.000675525167251,5.07
WMT,2015-01-31,2016-01-31,-0.000899447280334,4.58
WRK,2014-09-30,2015-09-30,-0.00273025409461,2.97
WRK,2015-09-30,2016-09-30,-0.000267558528428,-1.56
WU,2012-12-31,2013-12-31,0.00100648301956,1.43
WU,2013-12-31,2014-12-31,0.000205053395112,1.6
WU,2014-12-31,2015-12-31,-4.42638479448e-06,1.63
WY,2012-12-31,2013-12-31,0.000329439952081,0.95
WY,2013-12-31,2014-12-31,0.000586291313242,3.2
WY,2014-12-31,2015-12-31,-0.000673647192468,0.89
WYN,2012-12-31,2013-12-31,0.0013349859331,3.25
WYN,2013-12-31,2014-12-31,0.000660656289373,4.22
WYN,2014-12-31,2015-12-31,-0.000592054622823,5.18
WYNN,2012-12-31,2013-12-31,0.00255901486339,7.25
WYNN,2013-12-31,2014-12-31,-0.00098594905509,7.25
WYNN,2014-12-31,2015-12-31,-0.00209907633963,1.93
XEC,2012-12-31,2013-12-31,0.003178690919,6.48
XEC,2013-12-31,2014-12-31,0.000216335498406,5.79
XEC,2014-12-31,2015-12-31,-0.00064974220054,-25.92
XEL,2012-12-31,2013-12-31,8.11625361539e-05,1.91
XEL,2013-12-31,2014-12-31,0.0012131227894,2.03
XEL,2014-12-31,2015-12-31,-2.30711347771e-05,1.94
XL,2012-12-31,2013-12-31,0.00101987103566,3.68
XL,2013-12-31,2014-12-31,0.000396190349206,0.71
XL,2014-12-31,2015-12-31,0.000544842866669,4.22
XLNX,2013-03-30,2014-03-29,0.00170640160416,2.37
XLNX,2014-03-29,2015-03-28,-0.000877272190031,2.44
XLNX,2015-03-28,2016-04-02,0.000453902181304,2.14
XOM,2012-12-31,2013-12-31,0.000558713613862,7.37
XOM,2013-12-31,2014-12-31,-0.000290408680431,7.6
XOM,2014-12-31,2015-12-31,-0.000636083567992,3.85
XRAY,2012-12-31,2013-12-31,0.000779548410348,2.2
XRAY,2013-12-31,2014-12-31,0.00043935431566,2.28
XRAY,2014-12-31,2015-12-31,0.000681625601007,1.79
XRX,2012-12-31,2013-12-31,0.00274852639248,0.93
XRX,2013-12-31,2014-12-31,0.000649714125785,0.82
XRX,2014-12-31,2015-12-31,-0.000900432900433,0.42
XYL,2012-12-31,2013-12-31,0.00102453073593,1.23
XYL,2013-12-31,2014-12-31,0.000454211739341,1.84
XYL,2014-12-31,2015-12-31,-0.00016464939278,1.88
YHOO,2012-12-31,2013-12-31,0.00402358798931,1.3
YHOO,2013-12-31,2014-12-31,0.00109455229595,7.61
YHOO,2014-12-31,2015-12-31,-0.00133751599119,-4.64
YUM,2012-12-29,2013-12-28,0.000448207031056,2.41
YUM,2013-12-28,2014-12-27,-9.46561325425e-05,2.37
YUM,2014-12-27,2015-12-26,2.38309949997e-05,2.97
ZBH,2012-12-31,2013-12-31,0.00149410366284,4.49
ZBH,2013-12-31,2014-12-31,0.000911184094427,4.26
ZBH,2014-12-31,2015-12-31,-0.000352451737209,0.78
ZION,2012-12-31,2013-12-31,0.00143824375438,1.58
ZION,2013-12-31,2014-12-31,-0.000152573677026,1.68
ZION,2014-12-31,2015-12-31,-0.000138868123938,1.2
ZTS,2013-12-31,2014-12-31,0.0013084443942,1.16
ZTS,2014-12-31,2015-12-31,0.000422388327557,0.68
